,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3809,Bachelors,2015,Bangalore,3,34,Female,No,4,0
3814,Bachelors,2015,Bangalore,3,40,Male,No,0,0
3815,Bachelors,2017,Bangalore,3,34,Female,No,5,0
3816,Bachelors,2013,Bangalore,3,31,Male,No,2,0
3820,Bachelors,2016,Bangalore,3,40,Male,No,3,0
3821,PHD,2013,Bangalore,3,41,Male,No,4,0
3822,Bachelors,2014,Bangalore,3,36,Female,No,0,0
3826,Bachelors,2017,Bangalore,3,32,Male,No,4,0
3828,Bachelors,2015,Bangalore,3,38,Male,No,5,0
3830,Bachelors,2014,Bangalore,3,35,Male,Yes,0,0
3832,Bachelors,2016,Bangalore,3,37,Male,Yes,2,0
3833,Bachelors,2015,Bangalore,3,36,Male,No,2,0
3834,Bachelors,2017,Bangalore,3,33,Female,No,4,1
3837,Bachelors,2017,Bangalore,3,35,Female,No,1,1
3840,Bachelors,2016,Bangalore,3,37,Female,No,4,0
3841,Bachelors,2015,Bangalore,1,36,Male,No,1,0
3844,Bachelors,2017,Bangalore,3,31,Female,No,2,0
3847,Bachelors,2017,Bangalore,3,35,Male,Yes,0,0
3849,Bachelors,2014,Bangalore,3,39,Female,No,4,0
3850,Masters,2015,Bangalore,3,31,Male,No,1,1
3852,Bachelors,2017,Bangalore,3,33,Male,No,0,1
3853,Bachelors,2014,Bangalore,3,34,Male,Yes,1,0
3857,Bachelors,2013,Bangalore,3,36,Female,No,5,0
3860,Bachelors,2016,Bangalore,3,36,Male,No,4,0
3862,Bachelors,2017,Bangalore,3,38,Female,No,3,0
3864,Bachelors,2012,Bangalore,3,34,Male,No,2,0
3865,Bachelors,2015,Bangalore,3,31,Male,No,2,0
3868,Bachelors,2017,Bangalore,3,31,Male,Yes,2,0
3869,Bachelors,2015,Bangalore,1,32,Male,Yes,0,1
3870,Bachelors,2015,Bangalore,3,31,Female,No,5,0
3871,Bachelors,2018,Bangalore,3,37,Male,No,5,1
3873,Bachelors,2015,Bangalore,1,41,Male,No,1,0
3875,Bachelors,2014,Bangalore,3,36,Male,Yes,3,0
3878,Bachelors,2017,Bangalore,3,33,Male,No,1,0
3879,Bachelors,2014,Bangalore,3,38,Female,No,2,0
3880,Bachelors,2018,Bangalore,3,38,Male,No,1,1
3885,Bachelors,2013,Bangalore,3,39,Male,No,2,0
3886,Bachelors,2015,Bangalore,3,38,Female,No,4,0
3887,Bachelors,2013,Bangalore,3,38,Male,No,2,0
3888,Bachelors,2017,Bangalore,3,35,Male,No,0,0
3890,Bachelors,2017,Bangalore,3,41,Male,No,5,0
3892,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
3893,Bachelors,2018,Bangalore,3,36,Female,No,2,1
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1,0
3897,Bachelors,2017,Bangalore,3,38,Male,No,5,0
3899,Bachelors,2012,Bangalore,1,34,Male,No,0,0
3900,Bachelors,2016,Bangalore,3,39,Female,No,3,1
3901,Bachelors,2014,Bangalore,3,37,Male,No,5,0
3903,Bachelors,2013,Bangalore,3,31,Male,No,2,1
3905,Bachelors,2015,Bangalore,3,39,Male,No,1,0
3907,Bachelors,2012,Bangalore,3,34,Male,No,1,0
3908,Bachelors,2016,Bangalore,3,31,Female,No,2,0
3909,Bachelors,2016,Bangalore,3,39,Female,No,0,0
3910,Bachelors,2013,Bangalore,3,31,Female,No,1,0
3911,Bachelors,2012,Bangalore,3,36,Male,No,1,0
3915,Bachelors,2018,Bangalore,3,32,Male,No,4,1
3917,Bachelors,2017,Bangalore,3,35,Male,No,1,0
3918,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3919,Bachelors,2015,Bangalore,3,31,Male,No,1,1
3920,Bachelors,2015,Bangalore,3,41,Male,No,4,0
3921,Bachelors,2012,Bangalore,3,33,Male,Yes,0,0
3923,Masters,2012,Bangalore,3,39,Female,No,3,1
3924,Bachelors,2015,Bangalore,1,36,Female,No,2,0
3925,Masters,2017,Bangalore,2,31,Male,No,5,0
3929,Bachelors,2015,Bangalore,3,38,Male,No,1,0
3931,Bachelors,2014,Bangalore,3,34,Male,No,4,0
3932,Bachelors,2017,Bangalore,3,40,Male,No,2,0
3933,Bachelors,2012,Bangalore,3,36,Male,No,1,0
3934,Bachelors,2015,Bangalore,3,36,Female,No,2,0
3936,Bachelors,2017,Bangalore,3,37,Male,No,3,0
3939,Bachelors,2017,Bangalore,3,37,Female,No,2,0
3941,Bachelors,2015,Bangalore,3,34,Male,No,2,1
3943,Bachelors,2014,Bangalore,3,34,Male,No,0,1
3947,Bachelors,2015,Bangalore,3,34,Female,No,2,0
3948,Bachelors,2014,Bangalore,3,37,Female,No,3,0
3949,Bachelors,2016,Bangalore,3,40,Female,Yes,4,0
3951,Bachelors,2016,Bangalore,3,39,Female,No,4,0
3952,Bachelors,2012,Bangalore,3,40,Male,No,4,0
3953,Bachelors,2013,Bangalore,1,34,Male,No,4,1
3955,PHD,2013,Bangalore,3,32,Male,No,5,0
3956,Bachelors,2012,Bangalore,3,33,Male,No,1,0
3959,Bachelors,2016,Bangalore,3,34,Male,No,4,0
3960,Bachelors,2016,Bangalore,3,39,Male,No,7,0
3961,Bachelors,2014,Bangalore,3,35,Male,No,5,0
3963,Bachelors,2016,Bangalore,3,33,Male,No,6,0
3965,Bachelors,2012,Bangalore,3,35,Male,No,5,0
3967,Bachelors,2012,Bangalore,3,40,Female,No,5,0
3968,Bachelors,2017,Bangalore,3,39,Male,No,5,0
3969,Bachelors,2017,Bangalore,3,33,Female,No,6,0
3970,Bachelors,2014,Bangalore,3,32,Female,No,5,0
3971,Masters,2014,Bangalore,3,40,Female,No,7,1
3974,Bachelors,2013,Bangalore,3,35,Female,No,5,0
3975,Bachelors,2014,Bangalore,3,39,Male,No,7,1
3976,Masters,2018,Bangalore,3,39,Female,No,6,1
3978,Bachelors,2012,Bangalore,3,38,Male,No,7,1
3980,Bachelors,2018,Bangalore,3,38,Male,No,6,1
3981,Bachelors,2013,Bangalore,3,34,Male,No,6,0
3982,Bachelors,2012,Bangalore,1,35,Male,No,7,0
3986,Bachelors,2014,Bangalore,3,35,Male,Yes,5,0
3987,Bachelors,2013,Bangalore,1,38,Male,No,6,0
3988,Bachelors,2016,Bangalore,3,38,Female,No,7,0
3990,Bachelors,2018,Bangalore,3,34,Male,No,5,1
3992,Bachelors,2018,Bangalore,2,26,Female,No,4,1
3993,Bachelors,2012,Bangalore,3,22,Male,No,0,0
3995,Bachelors,2016,Bangalore,3,29,Male,No,0,0
3997,Bachelors,2014,Bangalore,3,37,Female,No,1,0
4000,Bachelors,2012,Bangalore,3,25,Female,No,3,1
4001,Bachelors,2012,Bangalore,3,31,Male,No,0,0
4003,Bachelors,2016,Bangalore,3,31,Male,Yes,5,0
4004,Bachelors,2015,Bangalore,3,34,Male,No,4,0
4006,Bachelors,2014,Bangalore,3,28,Male,No,2,0
4007,Bachelors,2015,Bangalore,3,31,Male,No,1,0
4008,Bachelors,2017,Bangalore,3,35,Male,No,5,0
4009,Bachelors,2012,Bangalore,1,28,Female,Yes,1,0
4010,Bachelors,2018,Bangalore,3,32,Female,No,2,1
4011,Bachelors,2013,Bangalore,3,23,Male,Yes,1,1
4016,Bachelors,2016,Bangalore,3,36,Female,No,2,0
4019,Bachelors,2018,Bangalore,3,37,Male,No,2,1
4020,Bachelors,2012,Bangalore,3,38,Male,No,3,0
4025,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4026,Bachelors,2012,Bangalore,3,29,Male,No,4,0
4027,Bachelors,2017,Bangalore,3,34,Male,No,5,0
4028,Bachelors,2017,Bangalore,2,23,Male,No,1,0
4031,Masters,2017,Bangalore,3,38,Male,No,2,0
4035,Bachelors,2016,Bangalore,3,26,Female,No,4,0
4037,Bachelors,2016,Bangalore,3,24,Male,No,2,1
4041,Bachelors,2013,Bangalore,3,36,Male,No,5,1
4042,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4043,Bachelors,2017,Bangalore,3,28,Female,No,3,0
4044,Bachelors,2016,Bangalore,3,24,Male,No,2,0
4045,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4047,Bachelors,2013,Bangalore,3,30,Female,No,5,0
4048,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4056,Bachelors,2014,Bangalore,3,33,Male,No,5,0
4057,Masters,2018,Bangalore,3,30,Male,Yes,2,1
4061,Bachelors,2015,Bangalore,3,30,Male,No,2,0
4065,Bachelors,2016,Bangalore,1,30,Male,No,4,1
4066,Bachelors,2012,Bangalore,3,37,Male,No,4,1
4067,Bachelors,2017,Bangalore,1,34,Male,Yes,0,0
4068,Bachelors,2012,Bangalore,3,38,Female,No,0,0
4072,Bachelors,2015,Bangalore,3,32,Male,No,1,0
4074,Bachelors,2017,Bangalore,3,36,Female,No,1,0
4075,Bachelors,2015,Bangalore,3,32,Male,No,1,0
4076,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
4083,Bachelors,2013,Bangalore,3,34,Female,Yes,2,0
4087,PHD,2013,Bangalore,3,28,Male,No,4,0
4088,Bachelors,2016,Bangalore,3,33,Female,No,4,0
4089,Bachelors,2013,Bangalore,3,39,Male,No,3,0
4095,Bachelors,2012,Bangalore,3,36,Female,No,2,1
4096,Bachelors,2018,Bangalore,3,40,Male,No,4,1
4098,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4099,Bachelors,2018,Bangalore,3,24,Male,No,2,1
4100,Bachelors,2012,Bangalore,3,37,Male,No,5,0
4102,Bachelors,2018,Bangalore,3,32,Male,Yes,0,1
4106,PHD,2013,Bangalore,3,35,Male,No,3,1
4107,Bachelors,2015,Bangalore,3,28,Male,No,0,1
4108,Bachelors,2012,Bangalore,3,39,Male,No,3,0
4110,Bachelors,2017,Bangalore,3,37,Male,No,2,0
4112,Bachelors,2018,Bangalore,3,23,Male,No,1,1
4115,Bachelors,2015,Bangalore,3,23,Female,No,1,0
4117,Bachelors,2017,Bangalore,3,36,Female,No,3,1
4118,Bachelors,2013,Bangalore,3,40,Female,No,3,0
4120,Bachelors,2015,Bangalore,3,30,Male,No,0,0
4121,Bachelors,2014,Bangalore,3,30,Male,No,1,0
4123,Bachelors,2018,Bangalore,3,27,Male,No,5,1
4124,Bachelors,2013,Bangalore,1,27,Female,No,5,0
4126,Bachelors,2015,Bangalore,3,35,Female,No,1,1
4128,Bachelors,2012,Bangalore,3,37,Male,No,4,0
4135,Bachelors,2016,Bangalore,3,22,Female,No,0,0
4137,Bachelors,2012,Bangalore,3,38,Male,No,2,1
4139,Bachelors,2017,Bangalore,3,37,Male,No,3,1
4140,Bachelors,2016,Bangalore,3,25,Female,No,3,0
4142,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4144,Bachelors,2014,Bangalore,3,22,Male,No,0,1
4148,Bachelors,2015,Bangalore,3,29,Male,No,2,1
4150,Bachelors,2015,Bangalore,3,26,Male,No,4,0
4151,Bachelors,2014,Bangalore,3,28,Male,No,3,0
4153,Bachelors,2017,Bangalore,3,33,Male,No,4,0
4157,Bachelors,2014,Bangalore,3,38,Female,No,5,1
4160,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
4161,Bachelors,2016,Bangalore,3,28,Male,No,1,0
4162,Bachelors,2015,Bangalore,3,35,Female,No,0,1
4165,Bachelors,2013,Bangalore,3,37,Male,No,5,0
4168,Bachelors,2015,Bangalore,3,38,Female,No,5,0
4170,Bachelors,2014,Bangalore,3,34,Male,No,4,0
4174,Bachelors,2018,Bangalore,3,35,Male,Yes,5,1
4177,Bachelors,2015,Bangalore,3,26,Female,No,4,1
4178,Bachelors,2017,Bangalore,3,40,Male,No,0,0
4183,Bachelors,2016,Bangalore,3,38,Male,No,4,0
4185,Bachelors,2015,Bangalore,3,22,Male,No,0,0
4190,Bachelors,2017,Bangalore,3,28,Male,No,2,0
4192,Masters,2017,Bangalore,2,35,Female,No,0,0
4193,Bachelors,2015,Bangalore,3,30,Male,No,2,0
4194,Bachelors,2018,Bangalore,3,33,Male,No,4,1
4195,Bachelors,2015,Bangalore,3,27,Female,No,5,0
4196,Bachelors,2016,Bangalore,3,32,Male,No,4,0
4198,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
4199,Bachelors,2012,Bangalore,1,35,Male,No,4,0
4201,Masters,2013,Bangalore,2,29,Male,No,1,1
4202,Bachelors,2012,Bangalore,3,36,Female,No,3,0
4203,Bachelors,2013,Bangalore,3,30,Male,No,1,0
4205,Bachelors,2016,Bangalore,3,40,Male,No,0,1
4206,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4207,Bachelors,2012,Bangalore,3,32,Male,No,4,0
4210,Bachelors,2012,Bangalore,3,23,Female,No,1,1
4212,Bachelors,2013,Bangalore,3,25,Female,No,3,0
4215,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4217,Bachelors,2016,Bangalore,3,33,Female,No,1,1
4218,Bachelors,2013,Bangalore,3,23,Male,No,1,0
4221,Bachelors,2012,Bangalore,3,23,Male,No,1,0
4224,Bachelors,2014,Bangalore,3,27,Female,No,5,0
4225,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4227,Bachelors,2012,Bangalore,3,40,Male,No,3,0
4228,Bachelors,2016,Bangalore,3,33,Female,No,3,0
4229,Bachelors,2014,Bangalore,3,31,Male,No,0,0
4236,Bachelors,2013,Bangalore,3,36,Male,No,4,0
4239,Bachelors,2013,Bangalore,2,25,Male,No,3,1
4242,Masters,2015,Bangalore,3,26,Male,No,4,1
4243,Bachelors,2017,Bangalore,2,25,Female,No,3,1
4244,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4247,Bachelors,2012,Bangalore,3,32,Female,No,0,0
4250,Bachelors,2015,Bangalore,3,38,Male,No,1,0
4251,Bachelors,2014,Bangalore,3,39,Female,No,1,0
4256,Bachelors,2013,Bangalore,3,33,Male,No,2,0
4258,Bachelors,2014,Bangalore,3,37,Male,No,5,0
4263,Bachelors,2017,Bangalore,3,24,Male,No,2,1
4264,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
4266,PHD,2013,Bangalore,3,40,Male,No,1,0
4271,Bachelors,2013,Bangalore,3,29,Male,No,4,0
4277,Bachelors,2013,Bangalore,3,38,Male,No,0,0
4280,Bachelors,2012,Bangalore,3,25,Male,No,3,1
4281,Bachelors,2013,Bangalore,3,37,Female,No,4,0
4285,Bachelors,2018,Bangalore,3,38,Male,No,2,1
4293,Masters,2013,Bangalore,3,31,Male,No,2,0
4296,Bachelors,2016,Bangalore,3,31,Male,No,0,0
4297,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4299,Bachelors,2012,Bangalore,3,33,Female,No,5,0
4300,Bachelors,2017,Bangalore,3,25,Male,No,3,0
4301,Bachelors,2017,Bangalore,3,40,Male,No,0,0
4303,Bachelors,2015,Bangalore,3,36,Male,No,1,0
4304,Bachelors,2014,Bangalore,3,31,Male,No,5,0
4306,Bachelors,2016,Bangalore,3,34,Female,No,0,0
4308,Bachelors,2015,Bangalore,3,23,Male,Yes,1,0
4309,PHD,2017,Bangalore,3,27,Male,No,5,0
4310,Bachelors,2016,Bangalore,3,34,Male,No,1,0
4311,Bachelors,2012,Bangalore,3,39,Male,No,3,0
4312,Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
4315,Bachelors,2018,Bangalore,3,36,Male,No,3,1
4318,Bachelors,2015,Bangalore,3,22,Male,No,0,0
4322,Bachelors,2018,Bangalore,3,35,Female,No,2,1
4324,Bachelors,2014,Bangalore,3,28,Female,No,3,0
4325,Bachelors,2015,Bangalore,3,22,Male,Yes,0,0
4326,Bachelors,2014,Bangalore,3,38,Male,No,3,0
4328,PHD,2012,Bangalore,1,38,Male,No,5,0
4329,Bachelors,2014,Bangalore,3,22,Female,No,0,1
4331,Bachelors,2015,Bangalore,3,27,Male,No,5,0
4335,Bachelors,2018,Bangalore,3,34,Male,Yes,5,1
4336,Bachelors,2015,Bangalore,3,28,Male,No,1,0
4337,Bachelors,2018,Bangalore,3,36,Female,Yes,1,1
4341,Bachelors,2014,Bangalore,1,39,Female,No,4,0
4342,Bachelors,2012,Bangalore,3,31,Male,No,0,0
4343,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
4344,Bachelors,2012,Bangalore,3,31,Male,No,3,0
4349,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4351,Bachelors,2015,Bangalore,3,34,Female,No,2,0
4353,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4356,Masters,2012,Bangalore,3,31,Female,No,4,0
4357,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4361,Bachelors,2014,Bangalore,3,38,Male,Yes,5,0
4363,Bachelors,2016,Bangalore,3,24,Male,No,2,0
4365,PHD,2013,Bangalore,3,26,Male,No,4,0
4366,Bachelors,2017,Bangalore,3,40,Male,No,1,0
4368,Bachelors,2016,Bangalore,3,32,Male,No,0,0
4370,Bachelors,2015,Bangalore,3,33,Male,No,3,1
4373,Bachelors,2013,Bangalore,3,30,Female,No,4,0
4375,Bachelors,2012,Bangalore,3,23,Male,Yes,1,0
4377,Bachelors,2013,Bangalore,3,22,Male,Yes,0,0
4379,Bachelors,2016,Bangalore,3,37,Female,Yes,4,0
4381,Bachelors,2013,Bangalore,3,22,Male,No,0,1
4384,Bachelors,2014,Bangalore,3,30,Male,No,0,0
4386,Masters,2017,Bangalore,3,36,Male,No,4,1
4387,Bachelors,2014,Bangalore,3,37,Male,No,4,0
4391,Bachelors,2017,Bangalore,3,38,Male,No,3,0
4392,Bachelors,2014,Bangalore,3,31,Male,No,3,1
4393,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4396,Bachelors,2012,Bangalore,3,39,Female,No,3,0
4398,Bachelors,2015,Bangalore,3,33,Male,No,4,0
4399,Bachelors,2012,Bangalore,3,38,Male,No,4,0
4403,Bachelors,2014,Bangalore,1,31,Female,No,5,0
4404,Bachelors,2016,Bangalore,3,23,Male,No,1,0
4408,Bachelors,2013,Bangalore,3,27,Female,No,5,0
4410,Bachelors,2017,Bangalore,3,38,Male,No,1,0
4411,Bachelors,2017,Bangalore,3,27,Male,No,5,0
4412,Bachelors,2014,Bangalore,3,27,Female,No,5,0
4413,Bachelors,2015,Bangalore,3,23,Male,No,1,0
4415,Bachelors,2016,Bangalore,3,31,Male,No,5,0
4416,Bachelors,2017,Bangalore,3,32,Female,No,3,0
4418,Bachelors,2017,Bangalore,3,28,Male,No,0,0
4421,Bachelors,2014,Bangalore,3,24,Male,No,2,0
4422,Bachelors,2012,Bangalore,3,27,Male,No,5,1
4423,Bachelors,2017,Bangalore,3,28,Male,No,3,1
4425,Bachelors,2013,Bangalore,3,23,Female,No,1,0
4426,Bachelors,2014,Bangalore,3,32,Male,No,1,0
4429,Masters,2017,Bangalore,2,24,Female,No,2,0
4436,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4437,Bachelors,2013,Bangalore,3,39,Male,No,5,1
4438,Bachelors,2014,Bangalore,3,36,Female,No,3,1
4441,Bachelors,2016,Bangalore,3,33,Male,No,4,0
4442,PHD,2018,Bangalore,3,33,Male,No,2,1
4443,Bachelors,2012,Bangalore,3,23,Male,No,1,0
4444,Bachelors,2014,Bangalore,3,28,Male,No,2,1
4445,Bachelors,2016,Bangalore,3,27,Male,No,5,0
4446,Bachelors,2017,Bangalore,3,26,Female,No,4,0
4447,Bachelors,2014,Bangalore,3,33,Male,No,3,0
4448,Bachelors,2016,Bangalore,3,35,Male,No,3,0
4449,Bachelors,2013,Bangalore,3,33,Male,No,3,1
4452,Bachelors,2012,Bangalore,3,26,Male,No,4,0
4453,Bachelors,2014,Bangalore,3,39,Female,No,5,0
4454,Bachelors,2013,Bangalore,3,28,Male,No,5,0
4455,Bachelors,2018,Bangalore,3,24,Male,No,2,1
4456,Bachelors,2012,Bangalore,3,36,Female,No,4,0
4457,Bachelors,2016,Bangalore,3,33,Male,No,0,0
4461,Bachelors,2015,Bangalore,3,33,Male,Yes,4,0
4465,Bachelors,2014,Bangalore,3,38,Male,No,2,0
4467,Bachelors,2014,Bangalore,3,29,Male,Yes,0,0
4468,Bachelors,2012,Bangalore,3,27,Male,No,5,0
4469,Bachelors,2015,Bangalore,3,40,Male,No,4,0
4474,Bachelors,2012,Bangalore,3,25,Male,No,3,0
4476,Bachelors,2015,Bangalore,3,29,Female,No,1,0
4478,Bachelors,2014,Bangalore,3,35,Male,No,1,0
4479,Bachelors,2012,Bangalore,3,26,Male,No,4,0
4481,Bachelors,2013,Bangalore,3,24,Male,No,2,0
4482,Bachelors,2014,Bangalore,3,31,Male,No,0,0
4483,Bachelors,2014,Bangalore,3,34,Male,No,5,0
4488,Bachelors,2018,Bangalore,3,40,Female,No,4,1
4491,Bachelors,2015,Bangalore,3,22,Male,No,0,1
4493,Bachelors,2014,Bangalore,3,39,Male,No,0,0
4494,Bachelors,2017,Bangalore,3,39,Male,No,3,0
4495,Bachelors,2017,Bangalore,3,40,Female,No,3,0
4496,Bachelors,2014,Bangalore,3,38,Female,No,1,0
4500,Bachelors,2013,Bangalore,3,37,Female,No,2,1
4502,Bachelors,2015,Bangalore,3,28,Male,No,2,0
4503,Bachelors,2018,Bangalore,3,31,Male,Yes,0,1
4509,Bachelors,2013,Bangalore,3,35,Female,No,4,0
4516,Bachelors,2013,Bangalore,3,35,Male,No,5,0
4517,Bachelors,2013,Bangalore,3,23,Female,Yes,1,0
4519,Bachelors,2017,Bangalore,3,24,Male,Yes,2,0
4520,Bachelors,2015,Bangalore,3,28,Male,No,3,0
4522,Bachelors,2012,Bangalore,3,36,Female,No,1,0
4523,Bachelors,2015,Bangalore,3,28,Male,No,1,1
4525,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4530,Bachelors,2012,Bangalore,3,22,Male,No,0,1
4534,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4537,Bachelors,2015,Bangalore,3,31,Male,No,2,1
4539,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4540,Bachelors,2016,Bangalore,3,23,Male,No,1,0
4545,Bachelors,2015,Bangalore,3,38,Female,No,2,0
4546,Bachelors,2017,Bangalore,3,25,Female,No,3,0
4549,Bachelors,2012,Bangalore,3,35,Female,No,2,0
4550,PHD,2014,Bangalore,3,23,Male,No,1,0
4552,Bachelors,2015,Bangalore,3,39,Female,No,0,0
4556,PHD,2014,Bangalore,1,34,Female,No,3,0
4557,Bachelors,2014,Bangalore,1,36,Female,No,1,0
4558,Bachelors,2017,Bangalore,3,40,Male,No,5,0
4559,Bachelors,2016,Bangalore,3,40,Male,No,3,0
4560,Bachelors,2015,Bangalore,3,25,Female,No,3,1
4561,Bachelors,2013,Bangalore,3,22,Male,No,0,1
4562,Bachelors,2015,Bangalore,3,34,Male,No,4,0
4563,Bachelors,2017,Bangalore,3,23,Male,No,1,0
4564,Bachelors,2017,Bangalore,3,24,Female,No,2,0
4565,Bachelors,2015,Bangalore,1,35,Male,No,3,0
4566,Bachelors,2014,Bangalore,3,24,Male,No,2,0
4570,Bachelors,2014,Bangalore,3,32,Male,No,2,0
4573,Bachelors,2015,Bangalore,3,32,Female,No,4,0
4574,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4575,Bachelors,2014,Bangalore,3,36,Male,No,3,0
4578,Bachelors,2014,Bangalore,3,39,Male,No,3,0
4579,Bachelors,2013,Bangalore,3,24,Male,No,2,0
4580,Bachelors,2016,Bangalore,3,25,Male,No,3,0
4581,Bachelors,2018,Bangalore,3,26,Male,No,4,1
4585,Bachelors,2014,Bangalore,3,34,Male,No,4,0
4588,Bachelors,2013,Bangalore,3,31,Male,No,3,0
4589,Bachelors,2015,Bangalore,3,39,Female,No,0,0
4590,Bachelors,2017,Bangalore,3,36,Male,No,4,1
4591,Bachelors,2015,Bangalore,3,28,Male,No,1,0
4594,Bachelors,2013,Bangalore,3,36,Female,No,0,1
4595,Bachelors,2014,Bangalore,3,30,Male,No,1,1
4597,Bachelors,2012,Bangalore,3,25,Male,No,3,0
4598,Bachelors,2018,Bangalore,3,31,Male,No,0,1
4599,Bachelors,2013,Bangalore,3,36,Male,No,0,0
4601,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4602,Bachelors,2015,Bangalore,3,39,Male,No,2,0
4603,Bachelors,2014,Bangalore,3,28,Male,No,4,0
4606,Masters,2015,Bangalore,3,38,Female,No,1,0
4608,Bachelors,2015,Bangalore,3,39,Male,No,2,0
4612,Bachelors,2012,Bangalore,3,23,Female,No,1,1
4613,Bachelors,2014,Bangalore,3,30,Male,No,4,0
4615,Bachelors,2013,Bangalore,3,34,Male,No,4,0
4617,Bachelors,2012,Bangalore,3,39,Female,No,1,0
4621,Bachelors,2015,Bangalore,3,31,Male,No,5,0
4623,PHD,2013,Bangalore,3,24,Male,No,2,0
4624,Bachelors,2017,Bangalore,3,38,Male,No,3,0
4626,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4627,PHD,2012,Bangalore,3,30,Female,No,4,0
4628,Bachelors,2013,Bangalore,3,39,Female,No,5,0
4629,Bachelors,2017,Bangalore,2,35,Male,No,0,0
4631,Bachelors,2018,Bangalore,3,32,Male,Yes,1,1
4632,Bachelors,2018,Bangalore,3,31,Female,No,2,1
4633,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4635,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4637,Bachelors,2018,Bangalore,3,32,Male,Yes,2,1
4638,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4639,Bachelors,2017,Bangalore,3,28,Male,No,0,1
4640,Bachelors,2015,Bangalore,3,35,Male,No,0,0
4641,Bachelors,2016,Bangalore,1,33,Female,No,0,1
4642,Bachelors,2012,Bangalore,3,36,Female,No,4,0
4643,Bachelors,2013,Bangalore,3,31,Female,No,5,0
4646,Bachelors,2013,Bangalore,3,25,Female,No,3,0
4648,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4651,Bachelors,2012,Bangalore,3,30,Male,Yes,2,0
4652,Bachelors,2015,Bangalore,3,33,Male,Yes,4,0
